"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"1217","chr14",14985333,14985531,199,"*","H33K36M_ATAC_peak_4878",44,".","Intron (ENSMUST00000224491.1/674895, intron 31 of 35)",14,14930575,15006743,76169,1,"674895","ENSMUST00000136826.2",54758
"1218","chr14",16380264,16380483,220,"*","H33K36M_ATAC_peak_4884",71,".","Intron (ENSMUST00000017629.11/21974, intron 1 of 35)",14,16389577,16393426,3850,1,"21974","ENSMUST00000159987.1",-9094
"1219","chr14",16526205,16526445,241,"*","H33K36M_ATAC_peak_4886",50,".","Intron (ENSMUST00000063750.7/218772, intron 2 of 7)",14,16443820,16575045,131226,2,"218772","ENSMUST00000225594.1",48600
"1220","chr14",16554606,16555092,487,"*","H33K36M_ATAC_peak_4887",116,".","Intron (ENSMUST00000063750.7/218772, intron 1 of 7)",14,16443820,16575045,131226,2,"218772","ENSMUST00000225594.1",19953
"1221","chr14",19416153,19416358,206,"*","H33K36M_ATAC_peak_4902",122,".","Intron (ENSMUST00000177817.1/ENSMUST00000177817.1, intron 4 of 5)",14,19594139,19602581,8443,2,"432825","ENSMUST00000096121.11",186223
"1222","chr14",19418082,19418332,251,"*","H33K36M_ATAC_peak_4904",55,".","Intron (ENSMUST00000177817.1/ENSMUST00000177817.1, intron 2 of 5)",14,19594139,19602581,8443,2,"432825","ENSMUST00000096121.11",184249
"1223","chr14",20155025,20155259,235,"*","H33K36M_ATAC_peak_4909",79,".","Intron (ENSMUST00000024011.9/16529, intron 1 of 4)",14,20142152,20145294,3143,2,"16529","ENSMUST00000225552.1",-9731
"1224","chr14",20162706,20162904,199,"*","H33K36M_ATAC_peak_4910",57,".","Intron (ENSMUST00000024011.9/16529, intron 1 of 4)",14,20142152,20145294,3143,2,"16529","ENSMUST00000225552.1",-17412
"1225","chr14",20253295,20253493,199,"*","H33K36M_ATAC_peak_4912",30,".","Intron (ENSMUST00000224421.1/ENSMUST00000224421.1, intron 4 of 4)",14,20261376,20267416,6041,2,"74571","ENSMUST00000225596.1",13923
"1226","chr14",21009120,21009323,204,"*","H33K36M_ATAC_peak_4927",74,".","Intron (ENSMUST00000022369.8/22330, intron 12 of 20)",14,21022003,21027217,5215,1,"22330","ENSMUST00000224380.1",-12680
"1227","chr14",21314095,21314328,234,"*","H33K36M_ATAC_peak_4930",71,".","Intron (ENSMUST00000045376.10/11534, intron 6 of 10)",14,21318125,21326793,8669,1,"11534","ENSMUST00000223645.1",-3797
"1228","chr14",21592945,21593358,414,"*","H33K36M_ATAC_peak_4933",104,".","Intron (ENSMUST00000183201.7/54169, intron 2 of 5)",14,21622542,21634589,12048,1,"54169","ENSMUST00000182732.1",-29184
"1229","chr14",22587834,22588044,211,"*","H33K36M_ATAC_peak_4940",32,".","Intron (ENSMUST00000075639.10/76633, intron 4 of 6)",14,22596513,22599268,2756,1,"76633","ENSMUST00000226003.1",-8469
"1230","chr14",22609543,22609742,200,"*","H33K36M_ATAC_peak_4941",57,".","Intron (ENSMUST00000075639.10/76633, intron 5 of 6)",14,22596513,22599268,2756,1,"76633","ENSMUST00000226003.1",13030
"1231","chr14",22630512,22630710,199,"*","H33K36M_ATAC_peak_4942",52,".","Intron (ENSMUST00000075639.10/76633, intron 5 of 6)",14,22596513,22599268,2756,1,"76633","ENSMUST00000226003.1",33999
"1232","chr14",22647941,22648307,367,"*","H33K36M_ATAC_peak_4943",61,".","Intron (ENSMUST00000075639.10/76633, intron 5 of 6)",14,22596513,22599268,2756,1,"76633","ENSMUST00000226003.1",51428
"1233","chr14",23046442,23046640,199,"*","H33K36M_ATAC_peak_4944",32,".","Intron (ENSMUST00000075639.10/76633, intron 6 of 6)",14,23038194,23094571,56378,2,"791307","ENSMUST00000090409.1",47931
"1234","chr14",24779080,24779608,529,"*","H33K36M_ATAC_peak_4947",208,".","Intron (ENSMUST00000225654.1/ENSMUST00000225654.1, intron 3 of 5)",14,24491149,24491989,841,1,"20088","ENSMUST00000224699.1",287931
"1235","chr14",25359818,25360117,300,"*","H33K36M_ATAC_peak_4952",84,".","Intron (ENSMUST00000225188.1/ENSMUST00000225188.1, intron 2 of 3)",14,25459185,25538492,79308,1,"328365","ENSMUST00000161766.7",-99068
"1236","chr14",25371732,25371985,254,"*","H33K36M_ATAC_peak_4953",68,".","Intron (ENSMUST00000225188.1/ENSMUST00000225188.1, intron 2 of 3)",14,25459185,25538492,79308,1,"328365","ENSMUST00000161766.7",-87200
"1237","chr14",25378012,25378210,199,"*","H33K36M_ATAC_peak_4954",46,".","Intron (ENSMUST00000225188.1/ENSMUST00000225188.1, intron 2 of 3)",14,25459185,25538492,79308,1,"328365","ENSMUST00000161766.7",-80975
"1238","chr14",25497801,25498008,208,"*","H33K36M_ATAC_peak_4955",68,".","Intron (ENSMUST00000161766.7/328365, intron 1 of 2)",14,25502655,25572030,69376,1,"328365","ENSMUST00000160680.2",-4647
"1239","chr14",25505250,25505571,322,"*","H33K36M_ATAC_peak_4956",108,".","Intron (ENSMUST00000161766.7/328365, intron 2 of 2)",14,25502655,25572030,69376,1,"328365","ENSMUST00000160680.2",2595
"1240","chr14",25527360,25527682,323,"*","H33K36M_ATAC_peak_4957",55,".","Intron (ENSMUST00000161766.7/328365, intron 2 of 2)",14,25534439,25534523,85,1,"100526533","ENSMUST00000175340.1",-6757
"1241","chr14",25640503,25640755,253,"*","H33K36M_ATAC_peak_4958",95,".","Intron (ENSMUST00000162645.7/328365, intron 7 of 23)",14,25656830,25658405,1576,1,"328365","ENSMUST00000162546.1",-16075
"1242","chr14",25738565,25738873,309,"*","H33K36M_ATAC_peak_4962",78,".","Intron (ENSMUST00000069180.7/71918, intron 2 of 3)",14,25711644,25719792,8149,2,"71918","ENSMUST00000184642.1",-18773
"1243","chr14",25750642,25750950,309,"*","H33K36M_ATAC_peak_4963",166,".","Intron (ENSMUST00000069180.7/71918, intron 2 of 3)",14,25711642,25769039,57398,2,"71918","ENSMUST00000069180.7",18089
"1244","chr14",25759639,25759899,261,"*","H33K36M_ATAC_peak_4964",116,".","Intron (ENSMUST00000069180.7/71918, intron 1 of 3)",14,25711642,25769039,57398,2,"71918","ENSMUST00000069180.7",9140
"1245","chr14",27123591,27123843,253,"*","H33K36M_ATAC_peak_4969",44,".","Intron (ENSMUST00000225949.1/71704, intron 1 of 13)",14,27114899,27403308,288410,1,"71704","ENSMUST00000225949.1",8692
"1246","chr14",27131561,27131766,206,"*","H33K36M_ATAC_peak_4970",60,".","Intron (ENSMUST00000225949.1/71704, intron 1 of 13)",14,27114899,27403308,288410,1,"71704","ENSMUST00000225949.1",16662
"1247","chr14",27242753,27242951,199,"*","H33K36M_ATAC_peak_4971",32,".","Intron (ENSMUST00000225949.1/71704, intron 4 of 13)",14,27238039,27403904,165866,1,"71704","ENSMUST00000049206.5",4714
"1248","chr14",27351552,27351977,426,"*","H33K36M_ATAC_peak_4972",86,".","Intron (ENSMUST00000225949.1/71704, intron 5 of 13)",14,27361389,27379647,18259,1,"71704","ENSMUST00000225494.1",-9412
"1249","chr14",29362408,29362774,367,"*","H33K36M_ATAC_peak_4976",112,".","Intron (ENSMUST00000022567.8/12294, intron 5 of 37)",14,29064196,29360834,296639,2,"12294","ENSMUST00000225863.1",-1574
"1250","chr14",30218147,30218362,216,"*","H33K36M_ATAC_peak_4980",116,".","Intron (ENSMUST00000112250.5/12289, intron 3 of 46)",14,30116324,30175391,59068,2,"12289","ENSMUST00000224073.1",-42756
"1251","chr14",30651089,30651327,239,"*","H33K36M_ATAC_peak_4984",45,".","Intron (ENSMUST00000225011.1/ENSMUST00000225011.1, intron 2 of 2)",14,30654360,30691317,36958,1,"328370","ENSMUST00000064230.15",-3033
"1252","chr14",31090097,31090303,207,"*","H33K36M_ATAC_peak_4988",56,".","Intron (ENSMUST00000112098.10/66923, intron 25 of 32)",14,31084204,31088040,3837,1,"66923","ENSMUST00000156407.1",5893
"1253","chr14",31194962,31195171,210,"*","H33K36M_ATAC_peak_4990",39,".","Intron (ENSMUST00000022469.12/64652, intron 3 of 20)",14,31177501,31192619,15119,2,"64652","ENSMUST00000164956.7",-2343
"1254","chr14",31386126,31386324,199,"*","H33K36M_ATAC_peak_4992",42,".","Intron (ENSMUST00000140002.7/24056, intron 4 of 10)",14,31365556,31370013,4458,1,"12339","ENSMUST00000228237.1",20570
"1255","chr14",31662390,31662726,337,"*","H33K36M_ATAC_peak_4995",54,".","Intron (ENSMUST00000128014.1/26363, intron 1 of 2)",14,31635648,31641286,5639,2,"56794","ENSMUST00000135751.1",-21104
"1256","chr14",33247574,33247926,353,"*","H33K36M_ATAC_peak_5000",113,".","Intron (ENSMUST00000111956.8/239027, intron 2 of 10)",14,33250390,33343303,92914,1,"239027","ENSMUST00000131086.2",-2464
"1257","chr14",33258361,33258559,199,"*","H33K36M_ATAC_peak_5002",57,".","Intron (ENSMUST00000111956.8/239027, intron 2 of 10)",14,33250390,33343303,92914,1,"239027","ENSMUST00000131086.2",7971
"1258","chr14",33352382,33352771,390,"*","H33K36M_ATAC_peak_5004",68,".","Intron (ENSMUST00000111956.8/239027, intron 5 of 10)",14,33351312,33363280,11969,1,"239027","ENSMUST00000140711.2",1070
"1259","chr14",34378883,34379082,200,"*","H33K36M_ATAC_peak_5011",81,".","Intron (ENSMUST00000111908.2/105450, intron 1 of 6)",14,34375721,34397928,22208,1,"105450","ENSMUST00000227130.1",3162
"1260","chr14",34764015,34764485,471,"*","H33K36M_ATAC_peak_5017",130,".","Intron (ENSMUST00000180412.2/ENSMUST00000180412.2, intron 3 of 3)",14,34737271,34741127,3857,1,"218914","ENSMUST00000174559.2",26744
"1261","chr14",36892861,36893199,339,"*","H33K36M_ATAC_peak_5020",146,".","Intron (ENSMUST00000067700.12/72972, intron 9 of 9)",14,36879570,36886360,6791,2,"72972","ENSMUST00000182558.1",-6501
"1262","chr14",36952266,36952464,199,"*","H33K36M_ATAC_peak_5022",57,".","Intron (ENSMUST00000067700.12/72972, intron 1 of 9)",14,36900790,36939945,39156,2,"72972","ENSMUST00000182635.1",-12321
"1263","chr14",38701338,38701636,299,"*","H33K36M_ATAC_peak_5026",57,".","Intron (ENSMUST00000166968.8/18183, intron 2 of 9)",14,38898302,38958794,60493,1,"75170","ENSMUST00000177141.1",-196666
"1264","chr14",39192005,39192417,413,"*","H33K36M_ATAC_peak_5027",103,".","Intron (ENSMUST00000166968.8/18183, intron 1 of 9)",14,39009187,39472666,463480,2,"18183","ENSMUST00000176122.1",280249
"1265","chr14",39357921,39358145,225,"*","H33K36M_ATAC_peak_5028",48,".","Intron (ENSMUST00000166968.8/18183, intron 1 of 9)",14,39009187,39472666,463480,2,"18183","ENSMUST00000176122.1",114521
"1266","chr14",40885271,40885507,237,"*","H33K36M_ATAC_peak_5029",84,".","Intron (ENSMUST00000096000.3/328381, intron 1 of 7)",14,40815868,40893266,77399,2,"328381","ENSMUST00000096000.3",7759
"1267","chr14",40917778,40917993,216,"*","H33K36M_ATAC_peak_5030",103,".","Intron (ENSMUST00000047652.5/52588, intron 3 of 8)",14,40915241,40934316,19076,2,"52588","ENSMUST00000224349.1",16323
"1268","chr14",40956115,40956784,670,"*","H33K36M_ATAC_peak_5031",166,".","Intron (ENSMUST00000047652.5/52588, intron 1 of 8)",14,40906445,40966807,60363,2,"52588","ENSMUST00000047652.5",10023
"1269","chr14",41000078,41000288,211,"*","H33K36M_ATAC_peak_5034",77,".","Intron (ENSMUST00000022317.14/70564, intron 3 of 5)",14,40998873,41003104,4232,2,"70564","ENSMUST00000135797.1",2816
"1270","chr14",43812506,43812723,218,"*","H33K36M_ATAC_peak_5037",91,".","Intron (ENSMUST00000227949.1/ENSMUST00000227949.1, intron 2 of 3)",14,43818765,43819639,875,2,"13586","ENSMUST00000100691.3",6916
"1271","chr14",45005771,45006180,410,"*","H33K36M_ATAC_peak_5039",78,".","Intron (ENSMUST00000168000.1/ENSMUST00000168000.1, intron 1 of 4)",14,44958607,44989699,31093,2,"73895","ENSMUST00000226133.1",-16072
"1272","chr14",45514083,45514281,199,"*","H33K36M_ATAC_peak_5047",32,".","Intron (ENSMUST00000045905.13/218952, intron 2 of 14)",14,45482515,45518940,36426,2,"218952","ENSMUST00000228208.1",4659
"1273","chr14",45539889,45540161,273,"*","H33K36M_ATAC_peak_5049",75,".","Intron (ENSMUST00000228591.1/67651, intron 2 of 4)",14,45543675,45562933,19259,1,"67651","ENSMUST00000226815.1",-3514
"1274","chr14",46770254,46770507,254,"*","H33K36M_ATAC_peak_5054",70,".","Intron (ENSMUST00000067426.5/72391, intron 7 of 7)",14,46760595,46771520,10926,1,"72391","ENSMUST00000226621.1",9659
"1275","chr14",46966198,46966580,383,"*","H33K36M_ATAC_peak_5057",269,".","Intron (ENSMUST00000022386.14/74480, intron 2 of 12)",14,46954830,46954928,99,2,"102465206","ENSMUST00000184478.1",-11270
"1276","chr14",46989676,46989992,317,"*","H33K36M_ATAC_peak_5058",127,".","Intron (ENSMUST00000022386.14/74480, intron 2 of 12)",14,47001315,47101634,100320,1,"74480","ENSMUST00000125113.8",-11323
"1277","chr14",47371704,47371983,280,"*","H33K36M_ATAC_peak_5062",122,".","Intron (ENSMUST00000151405.8/16854, intron 2 of 4)",14,47373813,47386160,12348,1,"16854","ENSMUST00000142734.7",-1830
"1278","chr14",47665203,47665740,538,"*","H33K36M_ATAC_peak_5066",65,".","Intron (ENSMUST00000187839.7/16709, intron 2 of 42)",14,47663787,47736293,72507,1,"16709","ENSMUST00000189101.6",1416
"1279","chr14",48189460,48189669,210,"*","H33K36M_ATAC_peak_5070",84,".","Intron (ENSMUST00000073150.5/93834, intron 2 of 5)",14,48185006,48256824,71819,1,"93834","ENSMUST00000228519.1",4454
"1280","chr14",49493959,49494212,254,"*","H33K36M_ATAC_peak_5075",54,".","Intron (ENSMUST00000138884.7/75288, intron 1 of 8)",14,49317055,49525853,208799,2,"75288","ENSMUST00000146164.1",31641
"1281","chr14",50939023,50939244,222,"*","H33K36M_ATAC_peak_5082",114,".","Intron (ENSMUST00000226871.1/18950, intron 2 of 5)",14,50944302,50953412,9111,1,"18950","ENSMUST00000048615.12",-5058
"1282","chr14",54222233,54222590,358,"*","H33K36M_ATAC_peak_5102",107,".","Intron (ENSMUST00000103740.1/ENSMUST00000103740.1, intron 2 of 2)",14,54239661,54253914,14254,2,"13135","ENSMUST00000128231.1",31324
"1283","chr14",54443304,54443519,216,"*","H33K36M_ATAC_peak_5107",52,".","Intron (ENSMUST00000225641.1/17387, intron 9 of 9)",14,54438592,54440479,1888,1,"17387","ENSMUST00000226710.1",4712
"1284","chr14",54603115,54603642,528,"*","H33K36M_ATAC_peak_5112",185,".","Intron (ENSMUST00000022786.5/74359, intron 1 of 6)",14,54583663,54605993,22331,2,"74359","ENSMUST00000022786.5",2351
"1285","chr14",57852009,57852307,299,"*","H33K36M_ATAC_peak_5149",65,".","Intron (ENSMUST00000089473.4/75965, intron 7 of 12)",14,57839161,57843306,4146,2,"75965","ENSMUST00000224133.1",-8703
"1286","chr14",59051567,59051765,199,"*","H33K36M_ATAC_peak_5153",47,".","Intron (ENSMUST00000225652.1/ENSMUST00000225652.1, intron 1 of 2)",14,59133040,59142893,9854,2,"67932","ENSMUST00000022548.9",91128
"1287","chr14",59943378,59943576,199,"*","H33K36M_ATAC_peak_5157",57,".","Intron (ENSMUST00000080368.12/50769, intron 23 of 35)",14,59638540,60086834,448295,2,"50769","ENSMUST00000080368.12",143258
"1288","chr14",60993513,60993747,235,"*","H33K36M_ATAC_peak_5160",70,".","Intron (ENSMUST00000111236.3/29820, intron 5 of 9)",14,60966351,60975885,9535,2,"29820","ENSMUST00000225501.1",-17628
"1289","chr14",61498333,61498573,241,"*","H33K36M_ATAC_peak_5166",57,".","Intron (ENSMUST00000228251.1/75349, intron 2 of 2)",14,61492939,61527389,34451,1,"75349","ENSMUST00000227369.1",5394
"1290","chr14",62872222,62872422,201,"*","H33K36M_ATAC_peak_5173",63,".","Intron (ENSMUST00000014691.9/268752, intron 1 of 11)",14,62865542,62865651,110,1,"102465311","ENSMUST00000183649.1",6680
"1291","chr14",62880077,62880280,204,"*","H33K36M_ATAC_peak_5174",65,".","Intron (ENSMUST00000014691.9/268752, intron 1 of 11)",14,62865542,62865651,110,1,"102465311","ENSMUST00000183649.1",14535
"1292","chr14",62936764,62936962,199,"*","H33K36M_ATAC_peak_5175",57,".","Intron (ENSMUST00000014691.9/268752, intron 6 of 11)",14,62977524,62984510,6987,2,"432867","ENSMUST00000100493.2",47548
"1293","chr14",63132296,63132547,252,"*","H33K36M_ATAC_peak_5178",81,".","Intron (ENSMUST00000006235.8/13030, intron 1 of 9)",14,63135518,63141863,6346,1,"13030","ENSMUST00000225540.1",-2971
"1294","chr14",63681566,63681764,199,"*","H33K36M_ATAC_peak_5183",57,".","Intron (ENSMUST00000119973.2/219149, intron 1 of 2)",14,63727189,63727267,79,1,"100124452","ENSMUST00000102094.4",-45425
"1295","chr14",63983085,63983346,262,"*","H33K36M_ATAC_peak_5185",60,".","Intron (ENSMUST00000224600.1/67750, intron 2 of 4)",14,63971412,63987503,16092,2,"67750","ENSMUST00000225544.1",4157
"1296","chr14",65381603,65381833,231,"*","H33K36M_ATAC_peak_5189",62,".","Intron (ENSMUST00000224623.1/380912, intron 1 of 2)",14,65375393,65386363,10971,1,"380912","ENSMUST00000224687.1",6210
"1297","chr14",65739201,65739690,490,"*","H33K36M_ATAC_peak_5190",71,".","Intron (ENSMUST00000022610.14/71145, intron 5 of 8)",14,65676477,65744791,68315,1,"71145","ENSMUST00000154373.1",62724
"1298","chr14",66257699,66257897,199,"*","H33K36M_ATAC_peak_5193",30,".","Intron (ENSMUST00000022622.13/19229, intron 1 of 30)",14,66153844,66280982,127139,2,"19229","ENSMUST00000111121.1",23085
"1299","chr14",66846486,66846752,267,"*","H33K36M_ATAC_peak_5195",77,".","Intron (ENSMUST00000022629.8/12934, intron 3 of 13)",14,66802864,66868688,65825,2,"12934","ENSMUST00000022629.8",21936
"1300","chr14",67188854,67189203,350,"*","H33K36M_ATAC_peak_5198",73,".","Intron (ENSMUST00000225163.1/ENSMUST00000225163.1, intron 2 of 6)",14,67233292,67429777,196486,1,"13592","ENSMUST00000022637.13",-44089
"1301","chr14",67881636,67881939,304,"*","H33K36M_ATAC_peak_5202",62,".","Intron (ENSMUST00000039135.5/68813, intron 1 of 51)",14,67859636,67859745,110,2,"102465310","ENSMUST00000183732.1",-21891
"1302","chr14",67924099,67924297,199,"*","H33K36M_ATAC_peak_5203",42,".","Intron (ENSMUST00000039135.5/68813, intron 1 of 51)",14,67752135,67933432,181298,2,"68813","ENSMUST00000039135.5",9135
"1303","chr14",69994940,69995258,319,"*","H33K36M_ATAC_peak_5212",99,".","Intron (ENSMUST00000022678.4/73523, intron 4 of 6)",14,70077203,70079955,2753,1,"13655","ENSMUST00000035908.2",-81945
"1304","chr14",70196030,70196228,199,"*","H33K36M_ATAC_peak_5216",51,".","Intron (ENSMUST00000227653.1/20410, intron 5 of 20)",14,70180932,70204623,23692,2,"20410","ENSMUST00000227259.1",8395
"1305","chr14",72682011,72682209,199,"*","H33K36M_ATAC_peak_5226",57,".","Intron (ENSMUST00000089017.11/319448, intron 2 of 25)",14,72564742,72709542,144801,2,"319448","ENSMUST00000162478.7",27333
"1306","chr14",72807331,72807629,299,"*","H33K36M_ATAC_peak_5227",128,".","Intron (ENSMUST00000227565.1/ENSMUST00000227565.1, intron 2 of 5)",14,72537946,72710003,172058,2,"319448","ENSMUST00000089017.11",-97328
"1307","chr14",73231859,73232057,199,"*","H33K36M_ATAC_peak_5233",60,".","Intron (ENSMUST00000163932.1/ENSMUST00000163932.1, intron 1 of 1)",14,73237895,73243294,5400,1,"67168","ENSMUST00000044405.7",-5838
"1308","chr14",74840355,74840617,263,"*","H33K36M_ATAC_peak_5244",146,".","Intron (ENSMUST00000088970.6/380916, intron 2 of 19)",14,74763323,74806058,42736,2,"380916","ENSMUST00000226799.1",-34297
"1309","chr14",74867697,74867970,274,"*","H33K36M_ATAC_peak_5245",46,".","Intron (ENSMUST00000088970.6/380916, intron 1 of 19)",14,74756127,74885255,129129,2,"380916","ENSMUST00000228134.1",17285
"1310","chr14",74903015,74903381,367,"*","H33K36M_ATAC_peak_5247",79,".","Intron (ENSMUST00000088970.6/380916, intron 1 of 19)",14,74818973,74899722,80750,2,"380916","ENSMUST00000227433.1",-3293
"1311","chr14",74910286,74910780,495,"*","H33K36M_ATAC_peak_5248",183,".","Intron (ENSMUST00000088970.6/380916, intron 1 of 19)",14,74818973,74899722,80750,2,"380916","ENSMUST00000227433.1",-10564
"1312","chr14",75045284,75045487,204,"*","H33K36M_ATAC_peak_5249",57,".","Intron (ENSMUST00000036072.7/271221, intron 9 of 13)",14,75036622,75052525,15904,1,"271221","ENSMUST00000228689.1",8662
"1313","chr14",75899649,75899856,208,"*","H33K36M_ATAC_peak_5259",44,".","Intron (ENSMUST00000088922.4/68705, intron 7 of 7)",14,75847905,75848034,130,1,"100303751","ENSMUST00000083213.1",51744
"1314","chr14",75985052,75985334,283,"*","H33K36M_ATAC_peak_5260",42,".","Intron (ENSMUST00000088922.4/68705, intron 4 of 7)",14,75896937,76010865,113929,2,"68705","ENSMUST00000088922.4",25531
"1315","chr14",76099619,76099954,336,"*","H33K36M_ATAC_peak_5261",123,".","Intron (ENSMUST00000022585.4/67467, intron 4 of 7)",14,76086236,76110760,24525,2,"67467","ENSMUST00000022585.4",10806
"1316","chr14",77352104,77352302,199,"*","H33K36M_ATAC_peak_5278",60,".","Intron (ENSMUST00000022589.8/239188, intron 3 of 18)",14,77380579,77594319,213741,1,"239188","ENSMUST00000228102.1",-28277
"1317","chr14",78668336,78668553,218,"*","H33K36M_ATAC_peak_5283",68,".","Intron (ENSMUST00000226342.2/380921, intron 2 of 29)",14,78598060,78651744,53685,2,"380921","ENSMUST00000227820.1",-16592
"1318","chr14",78900753,78901134,382,"*","H33K36M_ATAC_peak_5285",130,".","Intron (ENSMUST00000040990.6/219189, intron 2 of 44)",14,78849254,79065268,216015,1,"219189","ENSMUST00000227255.1",51499
"1319","chr14",78935848,78936046,199,"*","H33K36M_ATAC_peak_5286",53,".","Intron (ENSMUST00000040990.6/219189, intron 8 of 44)",14,78849254,79065268,216015,1,"219189","ENSMUST00000227255.1",86594
"1320","chr14",79065694,79066052,359,"*","H33K36M_ATAC_peak_5287",152,".","Intron (ENSMUST00000040990.6/219189, intron 26 of 44)",14,79143921,79202310,58390,1,"219189","ENSMUST00000228904.1",-77869
"1321","chr14",79089530,79089874,345,"*","H33K36M_ATAC_peak_5288",91,".","Intron (ENSMUST00000040990.6/219189, intron 29 of 44)",14,79143921,79202310,58390,1,"219189","ENSMUST00000228904.1",-54047
"1322","chr14",79114930,79115345,416,"*","H33K36M_ATAC_peak_5289",102,".","Intron (ENSMUST00000040990.6/219189, intron 37 of 44)",14,79143921,79202310,58390,1,"219189","ENSMUST00000228904.1",-28576
"1323","chr14",79181723,79182017,295,"*","H33K36M_ATAC_peak_5290",92,".","Intron (ENSMUST00000040990.6/219189, intron 41 of 44)",14,79178894,79199190,20297,2,"100043765","ENSMUST00000228380.1",17173
"1324","chr14",98067611,98067809,199,"*","H33K36M_ATAC_peak_5315",54,".","Intron (ENSMUST00000069334.7/13134, intron 1 of 10)",14,97786853,98169543,382691,2,"13134","ENSMUST00000069334.7",101734
"1325","chr14",99071238,99071436,199,"*","H33K36M_ATAC_peak_5319",32,".","Intron (ENSMUST00000022656.7/77744, intron 10 of 11)",14,99077216,99078683,1468,2,"72662","ENSMUST00000228756.1",7247
"1326","chr14",99142315,99142513,199,"*","H33K36M_ATAC_peak_5321",54,".","Intron (ENSMUST00000022650.8/52023, intron 9 of 17)",14,99133285,99223678,90394,1,"52023","ENSMUST00000227969.1",9030
"1327","chr14",99931958,99932156,199,"*","H33K36M_ATAC_peak_5326",60,".","Intron (ENSMUST00000228216.1/16597, intron 6 of 7)",14,99900201,99943708,43508,2,"16597","ENSMUST00000226205.1",11552
"1328","chr14",100280775,100280973,199,"*","H33K36M_ATAC_peak_5327",64,".","Intron (ENSMUST00000228216.1/16597, intron 1 of 7)",14,100022832,100284484,261653,2,"16597","ENSMUST00000226774.1",3511
"1329","chr14",101517456,101517654,199,"*","H33K36M_ATAC_peak_5332",44,".","Intron (ENSMUST00000161991.7/210789, intron 1 of 18)",14,101442368,101507326,64959,2,"210789","ENSMUST00000159951.7",-10130
"1330","chr14",101568908,101569106,199,"*","H33K36M_ATAC_peak_5333",40,".","Intron (ENSMUST00000161991.7/210789, intron 1 of 18)",14,101443723,101608486,164764,2,"210789","ENSMUST00000162617.7",39380
"1331","chr14",101746802,101747000,199,"*","H33K36M_ATAC_peak_5339",49,".","Intron (ENSMUST00000100337.9/380928, intron 1 of 30)",14,101729957,101934710,204754,1,"380928","ENSMUST00000100337.9",16845
"1332","chr14",101762305,101762574,270,"*","H33K36M_ATAC_peak_5340",71,".","Intron (ENSMUST00000100337.9/380928, intron 1 of 30)",14,101729957,101934710,204754,1,"380928","ENSMUST00000100337.9",32348
"1333","chr14",101784478,101785091,614,"*","H33K36M_ATAC_peak_5341",317,".","Intron (ENSMUST00000100337.9/380928, intron 1 of 30)",14,101828968,101880831,51864,1,"380928","ENSMUST00000159769.7",-43877
"1334","chr14",101797939,101798342,404,"*","H33K36M_ATAC_peak_5342",171,".","Intron (ENSMUST00000100337.9/380928, intron 2 of 30)",14,101828968,101880831,51864,1,"380928","ENSMUST00000159769.7",-30626
"1335","chr14",101804644,101804846,203,"*","H33K36M_ATAC_peak_5343",87,".","Intron (ENSMUST00000100337.9/380928, intron 2 of 30)",14,101828968,101880831,51864,1,"380928","ENSMUST00000159769.7",-24122
"1336","chr14",101805011,101805255,245,"*","H33K36M_ATAC_peak_5344",67,".","Intron (ENSMUST00000100337.9/380928, intron 2 of 30)",14,101828968,101880831,51864,1,"380928","ENSMUST00000159769.7",-23713
"1337","chr14",101879170,101879552,383,"*","H33K36M_ATAC_peak_5347",55,".","Intron (ENSMUST00000100337.9/380928, intron 6 of 30)",14,101880841,101934195,53355,1,"380928","ENSMUST00000159806.1",-1289
"1338","chr14",103012588,103012881,294,"*","H33K36M_ATAC_peak_5354",153,".","Intron (ENSMUST00000226662.1/71264, intron 2 of 2)",14,102987412,103033803,46392,2,"71264","ENSMUST00000226662.1",20922
"1339","chr14",103446757,103447000,244,"*","H33K36M_ATAC_peak_5359",53,".","Intron (ENSMUST00000228080.1/ENSMUST00000228080.1, intron 3 of 3)",14,103513342,103612797,99456,1,"64929","ENSMUST00000227322.1",-66342
"1340","chr14",103500375,103500579,205,"*","H33K36M_ATAC_peak_5361",57,".","Intron (ENSMUST00000227693.1/ENSMUST00000227693.1, intron 1 of 2)",14,103513342,103612797,99456,1,"64929","ENSMUST00000227322.1",-12763
"1341","chr14",103550631,103550845,215,"*","H33K36M_ATAC_peak_5362",44,".","Intron (ENSMUST00000227322.1/64929, intron 8 of 29)",14,103513421,103612797,99377,1,"64929","ENSMUST00000095576.4",37210
"1342","chr14",104513983,104514262,280,"*","H33K36M_ATAC_peak_5364",52,".","Intron (ENSMUST00000022716.3/72486, intron 1 of 5)",14,104506283,104522622,16340,2,"72486","ENSMUST00000228210.1",8360
"1343","chr14",104699037,104699374,338,"*","H33K36M_ATAC_peak_5366",82,".","Intron (ENSMUST00000227935.1/320249, intron 2 of 4)",14,104639144,104966783,327640,1,"320249","ENSMUST00000228036.1",59893
