"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"1267","chr10",83094401,83102400,8000,"*","Intron (ENSMUST00000040110.7/58250, intron 2 of 2)",10,82985498,83195900,210403,1,"58250","ENSMUST00000040110.7",108903
"1268","chr10",83119001,83128000,9000,"*","Intron (ENSMUST00000040110.7/58250, intron 2 of 2)",10,82985498,83195900,210403,1,"58250","ENSMUST00000040110.7",133503
"1269","chr10",83139201,83199600,60400,"*","3' UTR",10,83301016,83304375,3360,2,"338365","ENSMUST00000139329.1",104775
"1270","chr10",83300401,83307000,6600,"*","Promoter",10,83301016,83304375,3360,2,"338365","ENSMUST00000139329.1",0
"1271","chr10",83319401,83329000,9600,"*","Promoter",10,83316215,83322883,6669,2,"338365","ENSMUST00000154926.1",0
"1272","chr10",83355001,83359600,4600,"*","Promoter",10,83360221,83488505,128285,1,"28109","ENSMUST00000020488.8",-621
"1273","chr10",83532201,83543400,11200,"*","Promoter",10,83487450,83534140,46691,2,"216188","ENSMUST00000020497.13",0
"1274","chr10",83635201,83639400,4200,"*","Promoter",10,83620827,83637443,16617,2,"216190","ENSMUST00000133719.2",0
"1275","chr10",83806201,83806600,400,"*","Distal Intergenic",10,83737909,83762163,24255,1,"69784","ENSMUST00000218623.1",68292
"1276","chr10",83820401,83822400,2000,"*","Distal Intergenic",10,83737909,83762163,24255,1,"69784","ENSMUST00000218623.1",82492
"1277","chr10",83836801,83924200,87400,"*","Exon (ENSMUST00000217741.1/ENSMUST00000217741.1, exon 1 of 1)",10,83737909,83762163,24255,1,"69784","ENSMUST00000218623.1",98892
"1278","chr10",83969801,83978200,8400,"*","Distal Intergenic",10,84036560,84100697,64138,2,"102637349","ENSMUST00000216477.1",122497
"1279","chr10",83994601,83999200,4600,"*","Exon (ENSMUST00000215772.1/ENSMUST00000215772.1, exon 2 of 2)",10,84036560,84100697,64138,2,"102637349","ENSMUST00000216477.1",101497
"1280","chr10",84020601,84021000,400,"*","Distal Intergenic",10,84036560,84100697,64138,2,"102637349","ENSMUST00000216477.1",79697
"1281","chr10",84055201,84070600,15400,"*","Exon (ENSMUST00000195828.1/ENSMUST00000195828.1, exon 1 of 1)",10,84036560,84100697,64138,2,"102637349","ENSMUST00000216477.1",30097
"1282","chr10",84286601,84287200,600,"*","Distal Intergenic",10,84375296,84392388,17093,2,"77976","ENSMUST00000129355.1",105188
"1283","chr10",84336001,84344600,8600,"*","Distal Intergenic",10,84375296,84392388,17093,2,"77976","ENSMUST00000129355.1",47788
"1284","chr10",84388001,84416200,28200,"*","Promoter",10,84375296,84392388,17093,2,"77976","ENSMUST00000129355.1",0
"1285","chr10",84434201,84450000,15800,"*","Promoter",10,84370905,84440597,69693,2,"77976","ENSMUST00000020220.14",0
"1286","chr10",84464801,84467600,2800,"*","Exon (ENSMUST00000214135.1/ENSMUST00000214135.1, exon 4 of 4)",10,84488293,84497435,9143,1,"75804","ENSMUST00000020222.1",-20693
"1287","chr10",84482201,84482600,400,"*","Distal Intergenic",10,84488293,84497435,9143,1,"75804","ENSMUST00000020222.1",-5693
"1288","chr10",84530601,84531800,1200,"*","Intron (ENSMUST00000053871.4/216197, intron 1 of 1)",10,84526636,84534036,7401,2,"216197","ENSMUST00000167671.1",2236
"1289","chr10",84621401,84621800,400,"*","Promoter",10,84622292,84727178,104887,1,"70428","ENSMUST00000077175.6",-492
"1290","chr10",84701401,84701600,200,"*","Intron (ENSMUST00000077175.6/70428, intron 23 of 27)",10,84756062,84906144,150083,1,"71137","ENSMUST00000060397.12",-54462
"1291","chr10",85157401,85169600,12200,"*","Intron (ENSMUST00000020227.10/12952, intron 1 of 12)",10,85148437,85151356,2920,2,"12952","ENSMUST00000214805.1",-6045
"1292","chr10",85186201,85186400,200,"*","Distal Intergenic",10,85131700,85185064,53365,2,"12952","ENSMUST00000020227.10",-1137
"1293","chr10",85353801,85354200,400,"*","Distal Intergenic",10,85386814,85660292,273479,1,"74007","ENSMUST00000105307.7",-32614
"1294","chr10",85388201,85388400,200,"*","Exon (ENSMUST00000105307.7/74007, exon 1 of 17)",10,85386827,85640594,253768,1,"74007","ENSMUST00000020231.9",1374
"1295","chr10",85628001,85649800,21800,"*","Promoter",10,85629515,85641636,12122,1,"74007","ENSMUST00000145323.1",0
"1296","chr10",85736801,85741600,4800,"*","Distal Intergenic",10,85654158,85658260,4103,1,"74007","ENSMUST00000145433.1",82643
"1297","chr10",86065601,86078000,12400,"*","Promoter",10,86057423,86066843,9421,2,"27204","ENSMUST00000143319.1",0
"1298","chr10",86091801,86116200,24400,"*","Promoter",10,86095859,86113586,17728,1,"78170","ENSMUST00000218077.1",0
"1299","chr10",86159001,86208000,49000,"*","Intron (ENSMUST00000120638.7/27204, intron 6 of 13)",10,86095859,86113586,17728,1,"78170","ENSMUST00000218077.1",63142
"1300","chr10",86218601,86218800,200,"*","Intron (ENSMUST00000120638.7/27204, intron 6 of 13)",10,86300372,86349506,49135,1,"21859","ENSMUST00000020234.13",-81572
"1301","chr10",86245001,86309800,64800,"*","Promoter",10,86300372,86349506,49135,1,"21859","ENSMUST00000020234.13",0
"1302","chr10",86337601,86342000,4400,"*","Exon (ENSMUST00000020234.13/21859, exon 2 of 5)",10,86302854,86343981,41128,1,"21859","ENSMUST00000132307.1",34747
"1303","chr10",86408001,86408200,200,"*","Intron (ENSMUST00000120638.7/27204, intron 3 of 13)",10,86070502,86491897,421396,2,"27204","ENSMUST00000145864.7",83697
"1304","chr10",86442201,86443400,1200,"*","Intron (ENSMUST00000120638.7/27204, intron 3 of 13)",10,86070502,86491897,421396,2,"27204","ENSMUST00000145864.7",48497
"1305","chr10",86611201,86613600,2400,"*","Distal Intergenic",10,86685525,86689954,4430,1,"66263","ENSMUST00000218095.1",-71925
"1306","chr10",86684601,86684800,200,"*","Promoter",10,86685525,86689954,4430,1,"66263","ENSMUST00000218095.1",-725
"1307","chr10",86706801,86708200,1400,"*","Promoter",10,86705844,86724567,18724,1,"103220","ENSMUST00000061458.8",957
"1308","chr10",86777601,86778400,800,"*","Promoter",10,86779005,86838389,59385,1,"103466","ENSMUST00000099396.2",-605
"1309","chr10",86877801,86886000,8200,"*","Promoter",10,86871859,86878958,7100,2,"192188","ENSMUST00000219612.1",0
"1310","chr10",87786201,87792000,5800,"*","Distal Intergenic",10,87858265,87930895,72631,1,"16000","ENSMUST00000122386.7",-66265
"1311","chr10",87861601,87882600,21000,"*","Promoter",10,87861329,87930877,69549,1,"16000","ENSMUST00000122100.2",272
"1312","chr10",88148201,88151200,3000,"*","5' UTR",10,88147105,88148775,1671,1,"69736","ENSMUST00000218935.1",1096
"1313","chr10",88201801,88202000,200,"*","Promoter",10,88201263,88225141,23879,1,"67282","ENSMUST00000182619.1",538
"1314","chr10",88377201,88377800,600,"*","Intron (ENSMUST00000138159.1/71712, intron 1 of 3)",10,88340563,88379080,38518,2,"71712","ENSMUST00000138159.1",1280
"1315","chr10",88504401,88514200,9800,"*","Promoter",10,88469514,88504073,34560,2,"212862","ENSMUST00000117440.7",-328
"1316","chr10",89525601,89526800,1200,"*","Intron (ENSMUST00000105297.1/20186, intron 1 of 9)",10,89454373,89533585,79213,2,"20186","ENSMUST00000105297.1",6785
"1317","chr10",89550201,89550600,400,"*","Distal Intergenic",10,89454373,89533585,79213,2,"20186","ENSMUST00000105297.1",-16616
"1318","chr10",89598601,89600000,1400,"*","Promoter",10,89576011,89599815,23805,2,"216227","ENSMUST00000105295.1",0
"1319","chr10",89759601,89768000,8400,"*","Intron (ENSMUST00000020112.6/75089, intron 1 of 20)",10,89745238,89805002,59765,1,"75089","ENSMUST00000220375.1",14363
"1320","chr10",90139401,90146600,7200,"*","Intron (ENSMUST00000183156.7/77531, intron 8 of 25)",10,90071111,90079463,8353,1,"77531","ENSMUST00000183109.1",68290
"1321","chr10",91075801,91076000,200,"*","Intron (ENSMUST00000159110.7/11783, intron 4 of 26)",10,91065392,91082429,17038,2,"11783","ENSMUST00000161987.7",6429
"1322","chr10",91120401,91125000,4600,"*","Promoter",10,91116574,91124059,7486,2,"18674","ENSMUST00000076694.12",0
"1323","chr10",91137401,91138800,1400,"*","Distal Intergenic",10,91149230,91151833,2604,2,"21917","ENSMUST00000215801.1",13033
"1324","chr10",91154201,91208800,54600,"*","Promoter",10,91147571,91171582,24012,2,"21917","ENSMUST00000072239.13",0
"1325","chr10",91228401,91244200,15800,"*","Exon (ENSMUST00000217534.1/ENSMUST00000217534.1, exon 1 of 1)",10,91208258,91220642,12385,2,"102633753","ENSMUST00000216311.1",-7759
"1326","chr10",91703401,91704800,1400,"*","Distal Intergenic",10,91888829,91953580,64752,1,"102633867","ENSMUST00000217529.1",-184029
"1327","chr10",92332201,92336400,4200,"*","Intron (ENSMUST00000182870.1/627800, intron 2 of 8)",10,92171301,92375373,204073,2,"627800","ENSMUST00000182870.1",38973
"1328","chr10",92366601,92366800,200,"*","Intron (ENSMUST00000182870.1/627800, intron 2 of 8)",10,92171301,92375373,204073,2,"627800","ENSMUST00000182870.1",8573
"1329","chr10",93051601,93051800,200,"*","Intron (ENSMUST00000168110.7/380654, intron 5 of 66)",10,92972585,93034821,62237,2,"380654","ENSMUST00000170065.7",-16780
"1330","chr10",93067801,93070600,2800,"*","Promoter",10,93066763,93070251,3489,2,"380654","ENSMUST00000171781.1",0
"1331","chr10",93084401,93084600,200,"*","Exon (ENSMUST00000214199.1/ENSMUST00000214199.1, exon 1 of 3)",10,93061137,93081618,20482,2,"380654","ENSMUST00000168080.7",-2783
"1332","chr10",93095201,93095600,400,"*","Distal Intergenic",10,93061137,93081618,20482,2,"380654","ENSMUST00000168080.7",-13583
"1333","chr10",93120001,93125600,5600,"*","Distal Intergenic",10,93160875,93225368,64494,1,"237459","ENSMUST00000215495.1",-35275
"1334","chr10",93136401,93141000,4600,"*","Distal Intergenic",10,93160875,93225368,64494,1,"237459","ENSMUST00000215495.1",-19875
"1335","chr10",93158801,93191200,32400,"*","Promoter",10,93162785,93162903,119,1,"100316689","ENSMUST00000158589.1",0
"1336","chr10",93208401,93209200,800,"*","Promoter",10,93208300,93267071,58772,1,"237459","ENSMUST00000215286.1",101
"1337","chr10",93263401,93309200,45800,"*","Promoter",10,93254744,93284975,30232,2,"13713","ENSMUST00000223340.1",0
"1338","chr10",93319801,93370800,51000,"*","Promoter",10,93335393,93348877,13485,1,"432488","ENSMUST00000212186.2",0
"1339","chr10",93388801,93404200,15400,"*","Exon (ENSMUST00000214319.1/ENSMUST00000214319.1, exon 1 of 1)",10,93433107,93433162,56,1,"102465791","ENSMUST00000183565.1",-28907
"1340","chr10",93419401,93436400,17000,"*","Promoter",10,93433107,93433162,56,1,"102465791","ENSMUST00000183565.1",0
"1341","chr10",93519801,93520200,400,"*","Distal Intergenic",10,93501125,93516666,15542,1,"15109","ENSMUST00000152883.1",18676
"1342","chr10",93534601,93541000,6400,"*","Promoter",10,93540632,93584327,43696,1,"237465","ENSMUST00000092215.5",0
"1343","chr10",93619201,93620600,1400,"*","Exon (ENSMUST00000213334.1/ENSMUST00000213334.1, exon 2 of 3)",10,93640681,93644957,4277,1,"57764","ENSMUST00000147080.1",-20081
"1344","chr10",93642001,93642400,400,"*","Promoter",10,93641049,93747207,106159,1,"57764","ENSMUST00000020204.4",952
"1345","chr10",93660401,93663600,3200,"*","Intron (ENSMUST00000020204.4/57764, intron 2 of 9)",10,93665383,93665846,464,2,"667338","ENSMUST00000160295.1",2246
"1346","chr10",93801001,93802400,1400,"*","Distal Intergenic",10,93831555,93848538,16984,1,"327799","ENSMUST00000095333.5",-29155
"1347","chr10",93830401,93832000,1600,"*","Promoter",10,93831555,93848538,16984,1,"327799","ENSMUST00000095333.5",0
"1348","chr10",93890801,93891200,400,"*","Promoter",10,93889928,93891129,1202,2,"56307","ENSMUST00000181740.1",0
"1349","chr10",93938801,93939000,200,"*","Downstream (<1kb)",10,93963768,93963863,96,2,"723908","ENSMUST00000083673.1",24863
"1350","chr10",94015201,94050600,35400,"*","Promoter",10,94036001,94145339,109339,1,"13998","ENSMUST00000020208.4",0
"1351","chr10",94472801,94495600,22800,"*","Intron (ENSMUST00000132743.2/319880, intron 2 of 2)",10,94514857,94590956,76100,1,"319880","ENSMUST00000065060.11",-19257
"1352","chr10",94513601,94586800,73200,"*","Promoter",10,94586137,94586199,63,2,"102466817","ENSMUST00000184071.1",0
"1353","chr10",95211201,95211400,200,"*","Exon (ENSMUST00000218761.1/12905, exon 3 of 3)",10,95120582,95145825,25244,2,"628062","ENSMUST00000220248.1",-65376
"1354","chr10",95244801,95248400,3600,"*","Intron (ENSMUST00000220279.1/12905, intron 1 of 1)",10,95174746,95322965,148220,2,"12905","ENSMUST00000220279.1",74565
"1355","chr10",95322201,95323400,1200,"*","Promoter",10,95174746,95322965,148220,2,"12905","ENSMUST00000220279.1",0
"1356","chr10",95369001,95396600,27600,"*","3' UTR",10,95361598,95366202,4605,1,"69629","ENSMUST00000219492.1",7403
"1357","chr10",95414601,95415600,1000,"*","Promoter",10,95411490,95415484,3995,2,"216233","ENSMUST00000172070.7",0
"1358","chr10",95464801,95467600,2800,"*","Distal Intergenic",10,95480805,95500523,19719,2,"67270","ENSMUST00000219019.1",32923
"1359","chr10",95513601,95514400,800,"*","Promoter",10,95515145,95545657,30513,1,"93765","ENSMUST00000099329.4",-745
"1360","chr10",95559201,95566000,6800,"*","Promoter",10,95559231,95559321,91,2,"100526463","ENSMUST00000175126.1",0
"1361","chr10",95614801,95648600,33800,"*","Exon (ENSMUST00000218479.1/ENSMUST00000218479.1, exon 1 of 2)",10,95547007,95564146,17140,2,"71207","ENSMUST00000020217.6",-50655
"1362","chr10",95670801,95671000,200,"*","Distal Intergenic",10,95547007,95564146,17140,2,"71207","ENSMUST00000020217.6",-106655
"1363","chr10",95699001,95730800,31800,"*","Exon (ENSMUST00000218485.1/ENSMUST00000218485.1, exon 1 of 3)",10,95547007,95564146,17140,2,"71207","ENSMUST00000020217.6",-134855
"1364","chr10",95760201,95764600,4400,"*","Intron (ENSMUST00000187483.6/ENSMUST00000187483.6, intron 1 of 5)",10,95940650,95975501,34852,1,"216238","ENSMUST00000219207.1",-176050
"1365","chr10",95780601,95780800,200,"*","Exon (ENSMUST00000187483.6/ENSMUST00000187483.6, exon 3 of 6)",10,95940650,95975501,34852,1,"216238","ENSMUST00000219207.1",-159850
"1366","chr10",95882201,95884200,2000,"*","Distal Intergenic",10,95940650,95975501,34852,1,"216238","ENSMUST00000219207.1",-56450
"1367","chr10",96012001,96019200,7200,"*","3' UTR",10,95940757,96002953,62197,1,"216238","ENSMUST00000218517.1",71244
"1368","chr10",96100601,96100800,200,"*","Distal Intergenic",10,96226020,96248866,22847,1,"74881","ENSMUST00000219638.1",-125220
"1369","chr10",96156801,96164400,7600,"*","Exon (ENSMUST00000175297.1/ENSMUST00000175297.1, exon 1 of 1)",10,96226020,96248866,22847,1,"74881","ENSMUST00000219638.1",-61620
"1370","chr10",96180801,96190400,9600,"*","Distal Intergenic",10,96226020,96248866,22847,1,"74881","ENSMUST00000219638.1",-35620
"1371","chr10",96215001,96215800,800,"*","Distal Intergenic",10,96226020,96248866,22847,1,"74881","ENSMUST00000219638.1",-10220
"1372","chr10",96226201,96240800,14600,"*","Promoter",10,96226207,96248708,22502,1,"74881","ENSMUST00000218720.1",0
"1373","chr10",96621601,96667400,45800,"*","3' UTR",10,96617554,96618668,1115,1,"12226","ENSMUST00000218953.1",4047
"1374","chr10",96685001,96767800,82800,"*","Exon (ENSMUST00000219424.1/ENSMUST00000219424.1, exon 1 of 1)",10,96617554,96618668,1115,1,"12226","ENSMUST00000218953.1",67447
"1375","chr10",96799601,96882600,83000,"*","Exon (ENSMUST00000218446.1/ENSMUST00000218446.1, exon 1 of 2)",10,97035768,97061059,25292,1,"75301","ENSMUST00000219466.1",-153168
"1376","chr10",96894401,96895000,600,"*","Distal Intergenic",10,97035768,97061059,25292,1,"75301","ENSMUST00000219466.1",-140768
"1377","chr10",97092001,97095400,3400,"*","Distal Intergenic",10,97035780,97061049,25270,1,"75301","ENSMUST00000219048.1",56221
"1378","chr10",97435201,97447400,12200,"*","Distal Intergenic",10,97423478,97423562,85,1,"100628616","ENSMUST00000198473.1",11723
"1379","chr10",97516801,97517600,800,"*","Exon (ENSMUST00000105287.10/13179, exon 8 of 8)",10,97483337,97517716,34380,1,"13179","ENSMUST00000219539.1",33464
"1380","chr10",97535401,97538800,3400,"*","Distal Intergenic",10,97565128,97572703,7576,1,"17022","ENSMUST00000038160.5",-26328
"1381","chr10",97622201,97628200,6000,"*","Distal Intergenic",10,97606879,97613692,6814,1,"16545","ENSMUST00000105286.3",15322
"1382","chr10",98325601,98325800,200,"*","Intron (ENSMUST00000218457.1/667438, intron 4 of 4)",10,98299927,98351874,51948,2,"667438","ENSMUST00000218457.1",26074
"1383","chr10",98494001,98511200,17200,"*","Distal Intergenic",10,98299927,98351874,51948,2,"667438","ENSMUST00000218457.1",-142127
"1384","chr10",98661201,98705000,43800,"*","Exon (ENSMUST00000217680.1/ENSMUST00000217680.1, exon 1 of 2)",10,98914406,98987122,72717,1,"67972","ENSMUST00000219557.1",-209406
"1385","chr10",98742801,98744600,1800,"*","Distal Intergenic",10,98914406,98987122,72717,1,"67972","ENSMUST00000219557.1",-169806
"1386","chr10",99003601,99006000,2400,"*","Intron (ENSMUST00000020107.7/67972, intron 12 of 20)",10,99001442,99011470,10029,1,"67972","ENSMUST00000219090.1",2159
"1387","chr10",99060201,99064800,4600,"*","Distal Intergenic",10,99019037,99022933,3897,1,"67972","ENSMUST00000218419.1",41164
"1388","chr10",99083601,99084600,1000,"*","Distal Intergenic",10,99107036,99197988,90953,1,"382406","ENSMUST00000020113.14",-22436
"1389","chr10",99108601,99109800,1200,"*","Promoter",10,99108159,99113247,5089,1,"14426","ENSMUST00000161240.3",442
"1390","chr10",99171401,99173000,1600,"*","Promoter",10,99171284,99197028,25745,1,"382406","ENSMUST00000162704.1",117
"1391","chr10",99210601,99212800,2200,"*","Distal Intergenic",10,99192892,99196850,3959,1,"382406","ENSMUST00000162847.1",17709
"1392","chr10",99238401,99247400,9000,"*","Exon (ENSMUST00000219688.1/ENSMUST00000219688.1, exon 3 of 4)",10,99263231,99267488,4258,1,"67603","ENSMUST00000020118.4",-15831
"1393","chr10",99259601,99269200,9600,"*","Promoter",10,99263231,99267488,4258,1,"67603","ENSMUST00000020118.4",0
"1394","chr10",99284401,99310600,26200,"*","Exon (ENSMUST00000189035.1/ENSMUST00000189035.1, exon 1 of 3)",10,99265641,99266799,1159,1,"67603","ENSMUST00000220218.1",18760
"1395","chr10",99393601,99399200,5600,"*","Intron (ENSMUST00000189035.1/ENSMUST00000189035.1, intron 1 of 2)",10,99265641,99266799,1159,1,"67603","ENSMUST00000220218.1",127960
"1396","chr10",99416401,99423800,7400,"*","Exon (ENSMUST00000189035.1/ENSMUST00000189035.1, exon 3 of 3)",10,99265641,99266799,1159,1,"67603","ENSMUST00000220218.1",150760
"1397","chr10",99441201,99441400,200,"*","Distal Intergenic",10,99609171,99658134,48964,1,"100504202","ENSMUST00000218263.1",-167771
"1398","chr10",99630601,99632200,1600,"*","Intron (ENSMUST00000218263.1/100504202, intron 1 of 2)",10,99638731,99641920,3190,2,"100417125","ENSMUST00000218988.1",9720
"1399","chr10",99905401,99921200,15800,"*","Distal Intergenic",10,100015630,100100416,84787,1,"17311","ENSMUST00000105283.8",-94430
"1400","chr10",99936601,99953200,16600,"*","Distal Intergenic",10,100015630,100100416,84787,1,"17311","ENSMUST00000105283.8",-62430
"1401","chr10",99964601,99967000,2400,"*","Distal Intergenic",10,100015630,100100416,84787,1,"17311","ENSMUST00000105283.8",-48630
"1402","chr10",99985801,99987600,1800,"*","Distal Intergenic",10,100015630,100100416,84787,1,"17311","ENSMUST00000105283.8",-28030
"1403","chr10",100014601,100076200,61600,"*","Promoter",10,100015630,100100416,84787,1,"17311","ENSMUST00000105283.8",0
"1404","chr10",100137001,100139000,2000,"*","Exon (ENSMUST00000218902.1/ENSMUST00000218902.1, exon 2 of 4)",10,100088056,100097181,9126,1,"17311","ENSMUST00000219881.1",48945
"1405","chr10",100159601,100160800,1200,"*","Distal Intergenic",10,100088056,100097181,9126,1,"17311","ENSMUST00000219881.1",71545
"1406","chr10",100958401,100959200,800,"*","Distal Intergenic",10,100707535,100741635,34101,2,"102639396","ENSMUST00000218270.1",-216766
"1407","chr10",103505401,103506800,1400,"*","Distal Intergenic",10,103393450,103397158,3709,1,"103098","ENSMUST00000219936.1",111951
"1408","chr10",104387201,104387400,200,"*","Distal Intergenic",10,104287269,104287376,108,1,"102465222","ENSMUST00000183556.1",99932
"1409","chr10",107601201,107625800,24600,"*","Exon (ENSMUST00000050702.8/237523, exon 26 of 45)",10,107645553,107720027,74475,2,"237523","ENSMUST00000218399.1",94227
"1410","chr10",107901401,107907000,5600,"*","Exon (ENSMUST00000165341.4/628870, exon 4 of 58)",10,107760531,107912134,151604,2,"628870","ENSMUST00000165341.4",5134
"1411","chr10",108161001,108161200,200,"*","Promoter",10,108162193,108277351,115159,1,"17931","ENSMUST00000219263.1",-993
"1412","chr10",108183801,108184000,200,"*","Intron (ENSMUST00000219263.1/17931, intron 1 of 24)",10,108162400,108277575,115176,1,"17931","ENSMUST00000070663.5",21401
"1413","chr10",108303401,108308600,5200,"*","Distal Intergenic",10,108332121,108414240,82120,1,"114774","ENSMUST00000095313.4",-23521
"1414","chr10",108319801,108337600,17800,"*","Promoter",10,108332121,108414240,82120,1,"114774","ENSMUST00000095313.4",0
"1415","chr10",108359801,108360000,200,"*","Intron (ENSMUST00000095313.4/114774, intron 2 of 6)",10,108332817,108413754,80938,1,"114774","ENSMUST00000218332.1",26984
"1416","chr10",108430401,108454000,23600,"*","Promoter",10,108436665,108453297,16633,1,"102640148","ENSMUST00000218418.1",0
"1417","chr10",108528201,108548600,20400,"*","Intron (ENSMUST00000105276.7/20979, intron 10 of 11)",10,108446602,108453296,6695,1,"102640148","ENSMUST00000220211.1",81599
"1418","chr10",108580601,108582800,2200,"*","Intron (ENSMUST00000105276.7/20979, intron 10 of 11)",10,108627286,108636964,9679,2,"20979","ENSMUST00000147593.1",54164
"1419","chr10",109539201,109539400,200,"*","Distal Intergenic",10,109714302,109723801,9500,2,"260315","ENSMUST00000161223.1",184401
"1420","chr10",109901001,109906600,5600,"*","Promoter",10,109880633,109904023,23391,2,"260315","ENSMUST00000161798.1",0
"1421","chr10",110484001,110484200,200,"*","Distal Intergenic",10,109899103,110456204,557102,2,"260315","ENSMUST00000160159.2",-27797
"1422","chr10",110752001,110752200,200,"*","Intron (ENSMUST00000174857.7/52679, intron 2 of 2)",10,110754262,110756247,1986,1,"52679","ENSMUST00000172574.1",-2062
"1423","chr10",110795401,110810200,14800,"*","Exon (ENSMUST00000158836.1/ENSMUST00000158836.1, exon 1 of 1)",10,110763856,110765754,1899,1,"52679","ENSMUST00000174593.1",31545
"1424","chr10",110917801,110932400,14600,"*","Promoter",10,110919789,110939622,19834,1,"13008","ENSMUST00000020403.6",0
"1425","chr10",110951401,110952400,1000,"*","Intron (ENSMUST00000041723.14/320150, intron 10 of 16)",10,110946010,110947697,1688,2,"320150","ENSMUST00000217982.1",-3704
"1426","chr10",111160001,111163400,3400,"*","Distal Intergenic",10,111164752,111297249,132498,1,"237542","ENSMUST00000105275.8",-1352
"1427","chr10",111227001,111227600,600,"*","Intron (ENSMUST00000105275.8/237542, intron 3 of 23)",10,111233629,111248449,14821,1,"237542","ENSMUST00000217693.1",-6029
"1428","chr10",111299401,111299600,200,"*","Promoter",10,111298679,111301727,3049,1,"71769","ENSMUST00000040454.4",722
"1429","chr10",111363601,111369200,5600,"*","Distal Intergenic",10,111298679,111301727,3049,1,"71769","ENSMUST00000040454.4",64922
"1430","chr10",111389001,111390600,1600,"*","Distal Intergenic",10,111473223,111496884,23662,1,"53605","ENSMUST00000065917.15",-82623
"1431","chr10",111504001,111642000,138000,"*","Promoter",10,111506286,111508645,2360,1,"21664","ENSMUST00000164773.1",0
"1432","chr10",111653201,111698200,45000,"*","Distal Intergenic",10,111586719,111594273,7555,2,"71321","ENSMUST00000181547.1",-58928
"1433","chr10",111712201,111741000,28800,"*","Exon (ENSMUST00000220039.1/ENSMUST00000220039.1, exon 1 of 4)",10,111586719,111594273,7555,2,"71321","ENSMUST00000181547.1",-117928
"1434","chr10",111767601,111778600,11000,"*","Exon (ENSMUST00000219399.1/ENSMUST00000219399.1, exon 1 of 1)",10,111854521,111874376,19856,2,"629206","ENSMUST00000220339.1",95776
"1435","chr10",111801001,111807600,6600,"*","Exon (ENSMUST00000218890.1/ENSMUST00000218890.1, exon 1 of 1)",10,111854521,111874376,19856,2,"629206","ENSMUST00000220339.1",66776
"1436","chr10",111820401,111820800,400,"*","Intron (ENSMUST00000220039.1/ENSMUST00000220039.1, intron 3 of 3)",10,111854521,111874376,19856,2,"629206","ENSMUST00000220339.1",53576
"1437","chr10",111836601,111844600,8000,"*","Exon (ENSMUST00000220039.1/ENSMUST00000220039.1, exon 4 of 4)",10,111854521,111874376,19856,2,"629206","ENSMUST00000220339.1",29776
"1438","chr10",111924401,111939200,14800,"*","Distal Intergenic",10,111972664,111988432,15769,1,"52705","ENSMUST00000163048.7",-33464
"1439","chr10",111994201,112003200,9000,"*","Promoter",10,111985448,111997264,11817,2,"73690","ENSMUST00000074805.11",0
"1440","chr10",112122801,112123400,600,"*","Distal Intergenic",10,112083354,112108098,24745,1,"67537","ENSMUST00000020434.3",39447
"1441","chr10",112882201,112895600,13400,"*","Distal Intergenic",10,112925430,112928995,3566,2,"382423","ENSMUST00000099276.3",33395
"1442","chr10",112929401,112929600,200,"*","Promoter",10,112925430,112928995,3566,2,"382423","ENSMUST00000099276.3",-406
"1443","chr10",115242401,115253000,10600,"*","Promoter",10,115197872,115251467,53596,2,"66687","ENSMUST00000020339.9",0
"1444","chr10",115312801,115342800,30000,"*","Promoter",10,115287084,115315591,28508,2,"216344","ENSMUST00000020343.8",0
"1445","chr10",115356201,115364200,8000,"*","Promoter",10,115339674,115362231,22558,2,"67226","ENSMUST00000218731.1",0
"1446","chr10",115377801,115383200,5400,"*","Intron (ENSMUST00000218842.1/66816, intron 1 of 2)",10,115369472,115384410,14939,2,"66816","ENSMUST00000020346.5",1210
"1447","chr10",115741001,115745200,4200,"*","Distal Intergenic",10,115816832,115833312,16481,1,"216350","ENSMUST00000217900.1",-71632
"1448","chr10",115764001,115764200,200,"*","Distal Intergenic",10,115816832,115833312,16481,1,"216350","ENSMUST00000217900.1",-52632
"1449","chr10",115815601,115830400,14800,"*","Promoter",10,115816832,115833312,16481,1,"216350","ENSMUST00000217900.1",0
"1450","chr10",116176201,116196800,20600,"*","Promoter",10,116177258,116274932,97675,1,"19279","ENSMUST00000148731.7",0
"1451","chr10",116208801,116209200,400,"*","Intron (ENSMUST00000063470.10/19279, intron 6 of 13)",10,116196396,116237261,40866,1,"19279","ENSMUST00000124369.1",12405
"1452","chr10",116243601,116243800,200,"*","Intron (ENSMUST00000063470.10/19279, intron 10 of 13)",10,116275523,116319921,44399,1,"19263","ENSMUST00000217925.1",-31723
"1453","chr10",116258001,116271800,13800,"*","Intron (ENSMUST00000063470.10/19279, intron 13 of 13)",10,116275523,116319921,44399,1,"19263","ENSMUST00000217925.1",-3723
"1454","chr10",116290201,116304200,14000,"*","Promoter",10,116301372,116389535,88164,1,"19263","ENSMUST00000092167.6",0
"1455","chr10",116712801,116713000,200,"*","Distal Intergenic",10,116723067,116729177,6111,2,"72286","ENSMUST00000185546.1",16177
